,Quote_dt,discount,Home_policy_ind,state_id,quoted_amt,Prior_carrier_grp,credit_score,Cov_package_type,CAT_zone,policy_id,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking
22366,2015-09-28,No,N,FL,"$5,485",Carrier_2,588.0,Low,2.0,policy_24286,2,1,1,0,2,0.0,unknown
22369,2016-08-20,No,N,CT,"$5,449",Carrier_7,686.0,Low,2.0,policy_4670,2,1,1,0,2,0.0,unknown
22370,2015-09-26,No,N,NJ,$495,Carrier_4,734.0,Medium,3.0,policy_49318,2,1,1,0,2,0.0,home/driveway
22371,2017-05-18,Yes,Y,CT,"$1,412",Carrier_6,752.0,Low,1.0,policy_2521,1,1,2,0,3,0.0,unknown
22372,2017-01-02,No,N,NY,"$10,782",Carrier_3,482.0,High,5.0,policy_76945,1,2,1,0,3,0.0,unknown
22373,2016-02-10,No,N,NJ,"$3,460",Carrier_1,693.0,Medium,3.0,policy_58862,2,0,2,0,2,0.0,unknown
22375,2018-04-03,No,N,FL,"$4,110",Carrier_2,690.0,High,2.0,policy_19344,2,1,1,2,4,0.0,unknown
22378,2018-10-12,No,N,GA,"$16,418",Carrier_4,573.0,Medium,3.0,policy_34493,2,2,1,0,3,0.0,home/driveway
22379,2015-06-18,Yes,N,WI,"$4,399",Carrier_8,626.0,High,5.0,policy_98547,3,1,3,1,5,0.0,street
22385,2015-05-15,No,N,NY,"$8,965",Carrier_8,604.0,Low,1.0,policy_91979,1,1,2,2,5,0.0,parking garage
22386,2016-01-05,No,N,GA,"$17,922",Carrier_7,541.0,High,4.0,policy_32418,3,0,2,0,2,0.0,unknown
22387,2016-02-19,No,N,FL,"$4,331",Carrier_5,651.0,High,5.0,policy_18437,3,2,2,0,4,0.0,home/driveway
22389,2018-05-09,No,N,NY,"$4,415",Carrier_5,649.0,Medium,3.0,policy_77098,1,2,2,0,4,0.0,unknown
22390,2016-05-23,No,N,NY,"$3,329",Carrier_1,638.0,Medium,5.0,policy_85270,5,2,2,0,4,0.0,home/driveway
22393,2015-07-24,No,N,FL,"$1,128",Carrier_5,780.0,Low,1.0,policy_8647,1,1,1,2,4,0.0,unknown
22394,2018-10-17,No,N,NJ,$950,Carrier_6,791.0,Low,2.0,policy_51803,1,3,1,0,4,0.0,home/driveway
22396,2015-04-10,No,N,FL,"$2,360",Other,649.0,Low,2.0,policy_9577,1,2,1,0,3,0.0,unknown
22397,2018-09-28,No,N,NJ,$546,Carrier_3,748.0,Low,2.0,policy_58455,1,0,2,2,4,0.0,home/driveway
22399,2018-02-15,No,N,NY,"$2,303",Carrier_3,645.0,Low,2.0,policy_66375,6,2,2,0,4,0.0,unknown
22400,2015-08-05,No,N,NY,"$1,738",Carrier_6,673.0,Low,1.0,policy_73574,2,1,1,1,3,0.0,unknown
22401,2015-08-16,No,N,CT,"$1,099",Carrier_7,730.0,Medium,2.0,policy_4312,3,3,1,1,5,0.0,unknown
22403,2016-06-18,No,N,FL,"$1,817",Carrier_1,732.0,Low,3.0,policy_23164,1,0,1,0,1,0.0,unknown
22404,2018-01-16,No,N,AL,"$17,016",Other,535.0,Medium,4.0,policy_1282,1,2,1,1,4,0.0,unknown
22405,2016-09-02,No,N,NY,"$2,863",Carrier_4,636.0,High,4.0,policy_89266,2,1,3,1,5,0.0,unknown
22406,2018-09-25,No,N,NJ,"$2,071",Carrier_5,691.0,High,1.0,policy_57572,3,2,1,1,4,0.0,home/driveway
22409,2018-05-04,No,N,GA,"$3,336",Carrier_4,678.0,High,3.0,policy_31259,3,2,1,0,3,0.0,unknown
22411,2016-11-12,No,N,FL,"$1,670",Carrier_7,679.0,Low,2.0,policy_17175,3,0,1,0,1,0.0,unknown
22414,2016-11-02,Yes,Y,MN,"$1,493",Carrier_4,725.0,Low,3.0,policy_39944,1,0,1,0,1,0.0,street
22418,2015-03-08,No,N,GA,"$18,501",Carrier_4,515.0,Medium,3.0,policy_33321,3,0,3,0,3,0.0,unknown
22419,2016-05-29,No,N,GA,"$15,336",Carrier_4,516.0,High,1.0,policy_33713,1,1,1,1,3,0.0,unknown
22420,2015-03-08,No,N,CT,"$2,191",Carrier_7,648.0,Medium,3.0,policy_6133,1,2,3,0,5,0.0,home/driveway
22421,2017-04-10,No,N,NY,$630,Carrier_1,748.0,High,5.0,policy_82516,4,1,2,0,3,0.0,unknown
22425,2015-12-14,No,N,NJ,$909,Carrier_1,766.0,Low,2.0,policy_60167,2,2,2,1,5,0.0,unknown
22426,2018-10-27,Yes,Y,AL,"$4,988",Carrier_3,663.0,Medium,2.0,policy_1172,1,0,1,0,1,0.0,unknown
22427,2018-11-15,No,N,CT,"$3,111",Carrier_6,624.0,Medium,3.0,policy_3753,2,1,1,1,3,0.0,unknown
22428,2016-11-10,No,N,CT,"$3,293",Carrier_2,674.0,Low,2.0,policy_6026,4,2,1,0,3,0.0,unknown
22431,2018-10-14,No,N,NY,"$5,599",Carrier_4,692.0,Medium,3.0,policy_61451,6,2,2,0,4,0.0,unknown
22434,2015-01-22,No,N,NY,"$2,125",Carrier_8,623.0,High,1.0,policy_76763,2,1,3,1,5,0.0,unknown
22436,2015-02-09,No,N,CT,"$1,656",Carrier_2,715.0,Low,1.0,policy_2505,1,1,1,2,4,1.0,unknown
22437,2018-12-03,No,N,NJ,"$2,891",Carrier_1,666.0,Medium,2.0,policy_58923,1,1,2,0,3,0.0,unknown
22438,2016-12-08,No,N,FL,"$4,658",Carrier_2,625.0,Medium,3.0,policy_28904,1,1,2,2,5,0.0,parking garage
22439,2016-01-05,No,N,NJ,"$1,603",Carrier_6,781.0,Low,1.0,policy_59511,4,2,1,1,4,0.0,unknown
22440,2018-01-03,Yes,Y,NY,"$8,327",Carrier_8,585.0,Medium,3.0,policy_77542,1,0,2,0,2,0.0,parking garage
22443,2016-07-16,Yes,N,NY,"$7,410",Carrier_5,601.0,High,5.0,policy_90666,1,0,2,2,4,0.0,unknown
22444,2017-11-23,No,N,NY,"$4,845",Carrier_8,675.0,Medium,5.0,policy_81755,1,3,1,0,4,0.0,unknown
22447,2015-04-18,No,N,MN,"$4,754",Carrier_7,566.0,Medium,3.0,policy_35199,3,2,1,1,4,0.0,unknown
22448,2018-05-05,No,N,NJ,"$1,954",Carrier_1,709.0,Medium,1.0,policy_41592,3,1,1,1,3,0.0,unknown
22450,2015-01-16,Yes,N,NY,"$16,987",Carrier_8,494.0,High,3.0,policy_74460,2,0,1,2,3,0.0,unknown
22451,2017-05-21,No,N,NY,"$5,435",Carrier_5,608.0,Low,1.0,policy_67537,4,1,3,1,5,0.0,unknown
22452,2016-07-01,No,N,FL,"$2,149",Carrier_1,639.0,Medium,1.0,policy_27821,2,1,2,1,4,0.0,unknown
22455,2016-10-18,No,N,FL,"$2,071",Other,669.0,High,5.0,policy_23503,1,0,3,1,4,0.0,unknown
22456,2015-03-07,No,N,NY,"$6,276",Carrier_5,563.0,High,2.0,policy_85530,2,2,3,2,7,1.0,unknown
22457,2017-10-11,No,N,NJ,"$1,250",Carrier_6,780.0,High,4.0,policy_43468,1,1,1,0,2,0.0,unknown
22459,2018-04-09,No,N,NJ,"$3,398",Carrier_1,681.0,High,1.0,policy_55949,1,1,2,0,3,0.0,unknown
22461,2018-01-17,No,N,NY,"$7,690",Carrier_8,501.0,High,5.0,policy_79505,2,3,1,0,4,0.0,unknown
22463,2015-04-15,No,N,NY,"$6,557",Carrier_1,551.0,High,4.0,policy_94944,3,0,1,0,1,0.0,parking garage
22464,2017-03-15,No,N,NY,"$8,325",Carrier_3,554.0,Medium,4.0,policy_66980,4,1,1,0,2,0.0,street
22466,2015-06-15,No,N,NY,"$3,205",Carrier_5,586.0,Medium,5.0,policy_94696,2,3,1,2,6,0.0,street
22467,2015-10-27,No,N,NJ,"$2,151",Carrier_6,651.0,Medium,2.0,policy_54319,1,1,2,0,3,0.0,unknown
22469,2018-06-22,Yes,N,MN,"$1,720",Carrier_1,795.0,Medium,1.0,policy_39071,1,0,2,0,2,0.0,unknown
22470,2016-12-02,No,N,NY,"$11,970",Other,640.0,High,1.0,policy_79745,1,2,2,1,5,0.0,unknown
22473,2016-02-09,No,N,FL,"$3,062",Carrier_2,677.0,High,2.0,policy_22195,4,1,1,0,2,0.0,unknown
22475,2018-09-20,No,N,FL,"$2,848",Carrier_5,637.0,Low,1.0,policy_22269,1,1,2,1,4,0.0,unknown
22476,2018-08-22,No,N,NY,"$9,471",Carrier_1,493.0,High,5.0,policy_84774,3,2,1,0,3,0.0,unknown
22477,2016-12-19,No,N,NY,"$5,028",Carrier_5,667.0,Medium,2.0,policy_68929,1,1,1,1,3,0.0,unknown
22478,2018-05-10,Yes,Y,NJ,"$4,020",Carrier_4,624.0,High,5.0,policy_59427,3,1,3,0,4,0.0,unknown
22479,2018-11-10,No,N,NY,"$4,772",Carrier_1,614.0,Low,1.0,policy_71180,5,0,2,0,2,0.0,unknown
22480,2015-10-19,No,N,WI,"$50,768",Carrier_7,512.0,High,4.0,policy_96831,3,2,1,2,5,0.0,unknown
22481,2018-04-03,No,N,NY,"$5,525",Carrier_5,718.0,Medium,3.0,policy_74199,2,1,1,0,2,0.0,unknown
22483,2016-10-28,No,N,NJ,$965,Carrier_7,815.0,Low,2.0,policy_43126,2,3,2,0,5,1.0,unknown
22484,2015-11-06,Yes,Y,NY,"$3,050",Carrier_8,627.0,High,4.0,policy_86087,5,1,2,0,3,0.0,home/driveway
22485,2018-11-04,No,N,NJ,"$1,948",Carrier_4,696.0,Low,4.0,policy_44571,5,1,1,0,2,0.0,unknown
22487,2015-01-17,Yes,N,AL,"$27,683",Carrier_1,445.0,High,1.0,policy_105,3,2,2,1,5,0.0,parking garage
22488,2016-04-11,No,N,NY,"$3,709",Carrier_8,736.0,Medium,2.0,policy_86707,3,1,3,0,4,0.0,unknown
22489,2018-02-22,Yes,Y,FL,"$5,399",Carrier_7,649.0,Low,2.0,policy_13468,1,2,1,1,4,0.0,unknown
22491,2017-07-02,No,N,NY,"$8,305",Carrier_8,523.0,High,4.0,policy_87742,1,0,2,1,3,0.0,street
22492,2016-04-21,No,N,NY,"$1,050",Carrier_3,751.0,High,2.0,policy_82658,1,1,1,1,3,1.0,home/driveway
22495,2018-11-17,No,N,NJ,"$1,078",Carrier_8,737.0,Medium,4.0,policy_45433,2,0,1,0,1,0.0,unknown
22497,2017-02-20,Yes,N,FL,"$5,724",Carrier_4,633.0,Medium,2.0,policy_29029,2,2,3,0,5,0.0,unknown
22500,2016-05-02,No,N,FL,"$1,623",Carrier_2,761.0,Low,2.0,policy_25403,1,1,1,0,2,0.0,home/driveway
22502,2017-04-29,Yes,Y,NY,"$9,666",Carrier_5,482.0,Medium,4.0,policy_77754,1,2,1,1,4,1.0,unknown
22503,2016-11-22,No,N,FL,"$3,545",Carrier_5,681.0,Medium,3.0,policy_28997,2,2,2,0,4,0.0,unknown
22504,2015-08-17,Yes,Y,FL,"$3,939",Carrier_2,660.0,Medium,3.0,policy_29888,2,2,1,0,3,0.0,home/driveway
22505,2017-02-27,Yes,N,FL,"$3,463",Carrier_7,661.0,Medium,3.0,policy_27524,1,0,1,0,1,0.0,unknown
22507,2015-10-20,No,N,MN,$911,Carrier_4,716.0,Low,1.0,policy_37539,5,0,2,2,4,0.0,unknown
22508,2015-10-05,Yes,Y,FL,"$2,668",Carrier_7,631.0,Medium,3.0,policy_7787,4,2,1,0,3,1.0,unknown
22509,2016-10-28,Yes,Y,FL,"$1,337",Carrier_5,737.0,Low,1.0,policy_13113,2,2,1,0,3,1.0,unknown
22510,2015-05-15,No,N,NJ,$806,Carrier_5,765.0,Medium,2.0,policy_46154,4,3,1,1,5,0.0,unknown
22511,2016-11-01,No,N,FL,"$2,934",Carrier_8,651.0,High,5.0,policy_20688,5,2,1,1,4,0.0,street
22512,2018-05-09,No,N,FL,"$3,164",Carrier_1,695.0,Low,2.0,policy_7031,2,1,2,0,3,0.0,parking garage
22513,2018-08-18,No,N,FL,$852,Carrier_2,713.0,Low,1.0,policy_11826,3,3,1,0,4,0.0,home/driveway
22514,2018-04-25,No,N,NY,"$3,845",Carrier_8,601.0,High,4.0,policy_77081,2,0,2,0,2,1.0,home/driveway
22515,2018-12-11,No,N,AL,"$24,438",Carrier_6,544.0,High,5.0,policy_715,1,1,2,0,3,0.0,home/driveway
22516,2016-11-25,Yes,N,FL,"$2,700",Carrier_6,632.0,Medium,3.0,policy_25021,1,2,2,0,4,1.0,parking garage
22517,2018-10-26,No,N,NJ,"$6,832",Carrier_5,599.0,High,3.0,policy_43630,1,1,1,0,2,0.0,unknown
22518,2018-02-12,No,N,GA,"$13,599",Carrier_7,520.0,High,2.0,policy_33539,1,2,1,0,3,0.0,unknown
22520,2016-06-10,No,N,NY,"$3,667",Carrier_6,597.0,Medium,4.0,policy_62776,1,1,2,1,4,0.0,unknown
22521,2016-12-09,No,N,NY,"$7,457",Carrier_3,581.0,Medium,4.0,policy_75923,2,1,2,0,3,0.0,unknown
22524,2016-11-26,No,N,NJ,"$1,309",Carrier_5,727.0,Low,2.0,policy_53910,3,1,2,0,3,0.0,unknown
22525,2015-06-08,No,N,NY,"$14,536",Carrier_8,540.0,High,3.0,policy_83128,1,1,2,0,3,0.0,unknown
22526,2015-01-09,No,N,NY,"$8,262",Carrier_2,572.0,High,1.0,policy_73170,3,0,1,1,2,0.0,unknown
22527,2016-09-25,No,N,MN,$690,Carrier_5,717.0,Low,1.0,policy_40606,1,2,2,1,5,0.0,home/driveway
22528,2017-04-26,No,N,NY,"$6,173",Carrier_4,470.0,Medium,4.0,policy_81554,1,1,1,0,2,0.0,unknown
22530,2015-11-03,No,N,NY,"$4,395",Carrier_5,557.0,Low,1.0,policy_69809,1,3,1,0,4,0.0,home/driveway
22531,2018-06-24,No,N,FL,"$3,775",Carrier_7,647.0,Medium,3.0,policy_29536,2,0,1,0,1,0.0,street
22532,2016-09-27,No,N,FL,"$6,779",Carrier_5,623.0,High,3.0,policy_20368,1,2,3,0,5,0.0,unknown
22533,2017-12-04,Yes,Y,FL,"$1,244",Carrier_2,690.0,Medium,2.0,policy_14471,1,1,3,0,4,0.0,unknown
22535,2017-06-26,No,N,MN,"$2,771",Carrier_1,698.0,High,3.0,policy_37165,1,2,2,0,4,0.0,parking garage
22536,2015-07-14,No,N,NY,"$3,542",Carrier_5,628.0,Medium,4.0,policy_85341,3,1,3,1,5,0.0,unknown
22537,2018-10-15,No,N,MN,"$4,484",Carrier_3,611.0,Medium,1.0,policy_36377,1,1,2,0,3,0.0,parking garage
22538,2015-10-19,No,N,MN,"$3,926",Carrier_2,658.0,Low,1.0,policy_39150,5,2,2,0,4,0.0,unknown
22539,2015-12-11,No,N,FL,"$1,707",Carrier_5,745.0,Low,2.0,policy_12739,4,0,2,0,2,0.0,unknown
22540,2015-09-10,Yes,Y,NJ,"$5,217",Carrier_6,722.0,Low,4.0,policy_59686,1,1,1,1,3,0.0,unknown
22543,2017-10-23,No,N,MN,"$1,321",Carrier_3,761.0,Low,2.0,policy_39773,1,2,2,0,4,0.0,unknown
22546,2017-07-12,Yes,Y,MN,"$3,427",Carrier_1,696.0,High,5.0,policy_39320,3,0,1,2,3,0.0,unknown
22548,2015-07-03,No,N,NY,"$10,003",Carrier_8,506.0,High,2.0,policy_76369,3,2,1,1,4,0.0,unknown
22549,2018-12-10,No,N,NY,"$5,314",Carrier_6,538.0,Medium,2.0,policy_93174,2,0,2,0,2,0.0,unknown
22550,2015-12-30,Yes,Y,FL,"$3,406",Carrier_5,607.0,Medium,4.0,policy_10972,1,1,3,0,4,0.0,unknown
22552,2016-01-06,No,N,FL,"$3,035",Carrier_6,637.0,Low,1.0,policy_14989,1,1,2,0,3,0.0,unknown
22554,2016-12-15,No,N,NJ,"$6,840",Carrier_3,445.0,High,5.0,policy_42237,2,0,2,0,2,0.0,unknown
22557,2015-08-24,No,N,FL,"$1,939",Other,726.0,Low,1.0,policy_17085,2,3,1,1,5,1.0,unknown
22558,2015-04-08,Yes,Y,WI,"$7,149",Carrier_5,535.0,Medium,3.0,policy_98330,2,2,3,0,5,0.0,unknown
22560,2017-04-16,No,N,FL,"$1,654",Carrier_5,729.0,Medium,1.0,policy_19885,5,3,2,1,6,0.0,home/driveway
22561,2017-05-05,No,N,FL,"$5,035",Carrier_1,593.0,Medium,4.0,policy_18494,1,1,2,0,3,1.0,unknown
22562,2017-04-27,No,N,AL,"$10,793",Carrier_3,453.0,Medium,2.0,policy_193,4,2,2,1,5,0.0,unknown
22563,2017-04-17,No,N,NJ,$675,Carrier_6,723.0,Medium,4.0,policy_50562,1,2,3,0,5,0.0,unknown
22564,2017-11-12,No,N,NJ,"$1,910",Carrier_5,726.0,Medium,3.0,policy_43367,1,3,2,1,6,0.0,unknown
22566,2016-07-10,No,N,NY,"$4,739",Carrier_6,646.0,Medium,3.0,policy_80505,2,2,1,1,4,0.0,unknown
22568,2015-01-08,Yes,N,WI,"$15,550",Carrier_1,569.0,Low,3.0,policy_98102,3,1,1,1,3,0.0,home/driveway
22570,2018-09-16,No,N,NY,"$2,612",Carrier_1,776.0,Medium,1.0,policy_67483,2,3,1,1,5,0.0,unknown
22572,2016-07-09,No,N,NY,"$3,877",Carrier_1,662.0,Low,1.0,policy_81008,2,1,1,0,2,0.0,unknown
22576,2016-07-28,No,N,NY,"$3,990",Carrier_5,616.0,High,2.0,policy_93020,4,2,1,0,3,1.0,unknown
22578,2018-04-01,Yes,Y,CT,"$2,757",Carrier_2,609.0,High,3.0,policy_5088,4,0,1,0,1,1.0,unknown
22579,2015-01-06,Yes,Y,NY,$852,Carrier_6,806.0,Low,2.0,policy_70935,2,2,1,1,4,1.0,unknown
22581,2017-07-05,No,N,FL,"$3,771",Carrier_7,654.0,Low,2.0,policy_24247,2,0,1,1,2,0.0,parking garage
22583,2018-01-25,No,N,GA,"$18,817",Carrier_1,528.0,High,5.0,policy_32703,5,0,1,1,2,0.0,unknown
22584,2018-11-26,No,N,FL,"$2,352",Carrier_2,646.0,Medium,2.0,policy_7971,1,1,1,2,4,0.0,unknown
22585,2016-06-20,No,N,WI,"$9,587",Carrier_4,551.0,High,5.0,policy_98195,3,2,1,0,3,0.0,unknown
22586,2015-01-05,No,N,WI,"$17,049",Carrier_6,542.0,Medium,1.0,policy_98508,1,1,1,0,2,0.0,unknown
22587,2015-08-26,No,N,GA,"$14,753",Carrier_2,560.0,High,5.0,policy_30440,1,2,2,0,4,0.0,unknown
22588,2016-06-22,No,N,FL,"$4,842",Carrier_2,669.0,Low,3.0,policy_11505,2,1,3,0,4,0.0,unknown
22590,2016-09-12,No,N,NY,"$7,922",Carrier_4,575.0,High,5.0,policy_86762,2,1,3,0,4,0.0,unknown
22593,2016-03-01,No,N,WI,"$43,811",Carrier_2,472.0,High,1.0,policy_97306,2,0,1,0,1,0.0,unknown
22594,2016-08-13,No,N,CT,"$3,135",Carrier_7,649.0,Medium,4.0,policy_3416,2,1,2,0,3,0.0,unknown
22595,2016-05-30,No,N,NY,$995,Carrier_1,724.0,Low,1.0,policy_68577,1,1,2,0,3,0.0,unknown
22596,2015-05-03,No,N,NJ,"$1,754",Carrier_4,800.0,Low,1.0,policy_44614,2,2,1,0,3,1.0,unknown
22597,2018-01-01,No,N,NJ,"$6,474",Carrier_4,595.0,High,3.0,policy_41206,3,0,3,1,4,0.0,unknown
22598,2018-07-30,Yes,N,NY,"$5,524",Carrier_6,695.0,Low,2.0,policy_88225,3,1,1,0,2,1.0,unknown
22601,2017-02-13,No,N,GA,"$48,260",Carrier_1,551.0,Medium,1.0,policy_34626,3,0,1,0,1,1.0,street
22602,2018-07-24,No,N,FL,"$1,610",Carrier_6,786.0,High,4.0,policy_13958,1,1,2,0,3,0.0,unknown
22603,2015-10-22,Yes,Y,WI,"$9,826",Carrier_6,549.0,High,5.0,policy_96949,1,2,1,0,3,0.0,unknown
22604,2016-02-24,Yes,Y,NY,"$11,679",Carrier_2,563.0,Medium,3.0,policy_64544,2,1,1,0,2,0.0,unknown
22606,2018-02-28,No,N,FL,"$2,152",Carrier_1,627.0,Medium,4.0,policy_19811,3,1,1,1,3,0.0,unknown
22607,2017-05-24,No,N,GA,"$9,389",Carrier_6,647.0,Medium,4.0,policy_34281,2,2,1,0,3,1.0,home/driveway
22608,2015-12-18,Yes,Y,WI,"$22,165",Carrier_6,572.0,High,5.0,policy_97241,3,2,1,0,3,0.0,parking garage
22613,2016-05-23,Yes,Y,NY,$882,Carrier_8,766.0,Low,4.0,policy_80384,1,1,3,0,4,0.0,unknown
22614,2016-10-30,No,N,NY,"$6,528",Carrier_6,516.0,High,3.0,policy_79527,1,0,2,0,2,0.0,unknown
22616,2016-09-17,No,N,NY,"$7,308",Carrier_8,619.0,Medium,4.0,policy_84103,3,2,1,0,3,0.0,unknown
22619,2016-04-23,No,N,MN,"$2,605",Carrier_5,718.0,High,2.0,policy_38135,3,0,1,0,1,0.0,unknown
22620,2017-01-30,Yes,Y,NJ,"$2,705",Carrier_1,662.0,Medium,1.0,policy_42163,1,1,1,0,2,0.0,parking garage
22621,2016-03-19,No,N,NY,"$6,424",Carrier_6,536.0,Medium,2.0,policy_76382,2,2,3,0,5,0.0,home/driveway
22622,2015-12-01,No,N,GA,"$12,453",Carrier_2,599.0,High,4.0,policy_32296,2,1,2,0,3,0.0,home/driveway
22624,2018-05-11,No,N,MN,"$2,516",Carrier_5,688.0,Medium,2.0,policy_37822,3,1,3,0,4,0.0,unknown
22626,2016-08-16,No,N,NJ,"$1,326",Carrier_5,789.0,High,5.0,policy_42582,4,1,2,0,3,0.0,parking garage
22628,2016-12-09,No,N,NY,"$3,287",Carrier_3,549.0,Medium,4.0,policy_78916,5,1,1,1,3,0.0,parking garage
22629,2015-06-02,No,N,NY,"$1,144",Carrier_4,715.0,High,5.0,policy_74301,3,3,1,0,4,0.0,parking garage
22631,2016-08-05,No,N,FL,"$1,839",Carrier_2,740.0,Low,1.0,policy_22831,5,1,2,0,3,0.0,unknown
22632,2016-09-23,Yes,Y,FL,"$8,786",Carrier_7,489.0,High,2.0,policy_28375,1,0,1,0,1,0.0,unknown
22634,2018-09-01,No,N,WI,"$19,020",Carrier_2,528.0,High,5.0,policy_99837,1,0,2,1,3,0.0,home/driveway
22635,2016-03-26,No,N,NJ,"$3,533",Carrier_6,713.0,Medium,4.0,policy_57119,1,0,1,0,1,0.0,unknown
22637,2018-12-05,Yes,Y,WI,"$33,009",Carrier_2,465.0,High,3.0,policy_98185,1,3,1,0,4,0.0,unknown
22641,2015-03-13,No,N,NY,"$9,068",Carrier_3,670.0,High,5.0,policy_84781,1,0,3,0,3,0.0,unknown
22643,2018-07-24,Yes,Y,CT,"$3,727",Carrier_4,634.0,Medium,1.0,policy_4259,1,1,3,0,4,0.0,unknown
22646,2016-10-31,Yes,Y,NY,"$12,618",Carrier_8,558.0,High,4.0,policy_87238,1,2,3,2,7,0.0,unknown
22647,2016-02-17,No,N,NJ,$960,Carrier_3,733.0,Low,5.0,policy_51096,1,1,3,1,5,0.0,unknown
22648,2018-02-18,Yes,N,NJ,"$1,907",Carrier_6,692.0,High,3.0,policy_42068,1,1,2,0,3,0.0,home/driveway
22649,2016-09-23,Yes,Y,NJ,"$2,092",Carrier_7,646.0,Medium,5.0,policy_41706,1,2,1,0,3,0.0,unknown
22650,2016-07-29,No,N,NY,"$9,273",Carrier_8,578.0,High,3.0,policy_89829,3,3,3,0,6,0.0,unknown
22652,2018-05-13,No,N,FL,"$3,313",Carrier_8,627.0,Low,2.0,policy_12130,1,0,2,0,2,0.0,unknown
22653,2017-02-12,No,N,FL,"$2,416",Carrier_6,640.0,Low,2.0,policy_24883,1,0,3,0,3,0.0,unknown
22654,2018-10-13,Yes,Y,NY,"$9,020",Carrier_5,560.0,High,5.0,policy_71573,1,1,2,1,4,0.0,unknown
22659,2016-02-21,Yes,Y,FL,"$2,276",Carrier_5,627.0,Medium,1.0,policy_27261,3,1,2,0,3,0.0,unknown
22663,2015-04-13,No,N,NJ,"$2,150",Carrier_6,628.0,Medium,4.0,policy_48953,4,1,1,1,3,1.0,unknown
22664,2018-06-15,No,N,MN,"$1,249",Carrier_1,706.0,Medium,3.0,policy_39170,1,0,1,0,1,0.0,parking garage
22665,2017-08-28,No,N,NJ,"$1,610",Carrier_6,777.0,Low,1.0,policy_60918,2,1,1,0,2,0.0,unknown
22666,2016-05-04,No,N,NY,"$7,807",Carrier_1,555.0,High,5.0,policy_86229,2,0,1,2,3,0.0,unknown
22667,2016-08-23,Yes,Y,NJ,$514,Carrier_6,736.0,Medium,3.0,policy_47080,2,1,3,2,6,0.0,unknown
22669,2018-01-18,No,N,NJ,"$2,655",Carrier_8,613.0,Low,1.0,policy_60272,3,2,1,0,3,1.0,home/driveway
22670,2018-12-21,No,N,NY,"$11,093",Carrier_5,592.0,Low,2.0,policy_71816,2,2,1,1,4,1.0,unknown
22671,2015-09-29,No,N,NY,"$7,213",Other,582.0,High,5.0,policy_87755,3,3,1,0,4,0.0,unknown
22672,2018-07-23,No,N,NJ,"$3,231",Carrier_6,687.0,Low,2.0,policy_51388,1,0,2,0,2,0.0,unknown
22673,2016-01-29,Yes,Y,NY,"$4,655",Carrier_5,656.0,High,5.0,policy_61546,4,0,1,0,1,0.0,street
22675,2016-07-22,Yes,Y,NJ,"$6,376",Carrier_3,514.0,High,4.0,policy_55386,5,2,2,0,4,0.0,parking garage
22677,2015-03-05,Yes,Y,NY,"$16,067",Carrier_1,513.0,High,2.0,policy_70770,1,2,2,2,6,0.0,unknown
22678,2017-08-09,Yes,Y,FL,"$3,426",Carrier_5,656.0,Low,3.0,policy_10912,3,2,3,0,5,0.0,unknown
22679,2018-04-21,No,N,CT,"$2,705",Carrier_5,647.0,Medium,1.0,policy_6558,2,2,2,2,6,0.0,unknown
22680,2018-09-03,No,N,WI,"$19,563",Carrier_1,492.0,High,1.0,policy_95349,1,0,3,0,3,0.0,unknown
22681,2018-11-10,No,N,NY,"$3,541",Other,674.0,Medium,1.0,policy_73730,3,0,1,0,1,0.0,unknown
22682,2017-09-09,No,N,FL,"$1,577",Other,717.0,Low,2.0,policy_27864,3,1,3,0,4,0.0,unknown
22683,2016-01-02,No,N,GA,"$13,933",Carrier_8,533.0,High,5.0,policy_31833,1,0,1,1,2,0.0,home/driveway
22684,2017-11-14,No,N,GA,"$18,676",Carrier_1,521.0,High,5.0,policy_34563,3,1,1,0,2,0.0,home/driveway
22685,2017-11-10,Yes,N,FL,"$3,246",Carrier_7,668.0,Medium,4.0,policy_30188,1,2,2,1,5,0.0,unknown
22686,2017-06-30,Yes,Y,CT,"$3,577",Carrier_2,616.0,Medium,2.0,policy_2562,1,1,2,0,3,0.0,unknown
22687,2018-05-13,Yes,Y,NY,"$6,924",Carrier_7,513.0,Medium,1.0,policy_93741,4,1,1,1,3,0.0,unknown
22689,2016-05-25,Yes,Y,FL,"$1,200",Carrier_5,713.0,Medium,2.0,policy_14398,2,1,2,0,3,0.0,unknown
22690,2017-05-15,Yes,Y,AL,"$9,267",Carrier_2,608.0,High,5.0,policy_1266,5,2,2,0,4,0.0,unknown
22693,2015-01-26,No,N,WI,"$29,230",Carrier_6,556.0,High,3.0,policy_95957,5,2,1,0,3,0.0,home/driveway
22697,2016-11-11,No,N,NJ,"$2,325",Carrier_5,585.0,High,2.0,policy_55439,1,0,2,0,2,0.0,unknown
22698,2015-09-24,Yes,N,NY,"$6,152",Carrier_1,528.0,High,5.0,policy_65583,3,1,1,1,3,0.0,unknown
22699,2018-04-22,No,N,NY,"$9,880",Carrier_6,497.0,High,3.0,policy_78768,1,1,1,0,2,0.0,unknown
22700,2018-11-21,No,N,NY,"$5,187",Carrier_6,693.0,High,3.0,policy_87309,1,1,2,1,4,0.0,unknown
